CallbackDate,UnitNo,MainComponentName,vT1,T2,vT3
2025-05-07 11:35:00,U0016,Alarm,15,20,10
2025-12-13 00:36:00,U0016,Drive,0,20,20
2025-12-13 20:20:00,U0016,Controller,15,5,15
2025-10-25 01:30:00,U0017,Door,5,10,15
2025-01-23 21:44:00,U0017,Door,5,30,15
2025-12-20 06:18:00,U0017,Controller,20,15,20
2025-03-24 09:25:00,U0017,Other,10,0,0
2025-05-12 06:36:00,U0017,Other,5,5,15
2025-12-10 18:09:00,U0017,Drive,0,10,10
2025-07-09 14:57:00,U0018,Controller,10,30,30
2025-12-18 21:46:00,U0018,Door,0,5,10
2025-04-11 13:16:00,U0018,Alarm,10,0,30
2025-11-10 16:57:00,U0018,Door,10,5,5
2025-06-04 10:07:00,U0018,Controller,20,5,15
2025-05-03 14:31:00,U0018,Controller,10,10,20
2025-12-02 19:50:00,U0019,Door,10,20,5
2025-08-16 04:15:00,U0019,Drive,10,20,30
2025-02-08 07:02:00,U0019,Other,5,30,20
2025-04-05 15:22:00,U0019,Controller,15,10,30
2025-01-07 07:27:00,U0019,Controller,20,15,5
2025-01-23 02:17:00,U0019,Door,10,0,15
2025-09-17 20:06:00,U0020,Other,20,20,5
2025-07-05 18:48:00,U0020,Drive,10,15,0
2025-08-11 06:49:00,U0020,Alarm,10,0,15
2025-04-07 03:44:00,U0021,Controller,15,30,5
2025-10-25 04:06:00,U0021,Drive,5,20,30
2025-11-11 02:26:00,U0021,Door,0,20,0
2025-05-21 14:30:00,U0021,Door,10,10,10
2025-09-27 15:11:00,U0021,Drive,0,5,10
2025-07-07 02:42:00,U0022,Other,0,20,30
2025-12-02 00:33:00,U0022,Controller,15,15,20
2025-11-27 00:26:00,U0022,Door,20,10,20
2025-01-09 06:47:00,U0022,Drive,5,5,5
2025-01-21 18:17:00,U0022,Controller,5,15,15
2025-06-01 22:03:00,U0022,Door,20,0,15
2025-12-28 22:08:00,U0023,Drive,15,15,5
2025-03-25 04:32:00,U0023,Controller,15,10,10
2025-02-08 20:23:00,U0023,Drive,20,0,20
2025-09-17 16:13:00,U0023,Drive,5,0,0
2025-06-08 03:03:00,U0023,Door,15,5,0
2025-02-16 21:44:00,U0023,Controller,30,5,15
2025-12-21 17:43:00,U0024,Door,20,15,15
2025-03-02 06:51:00,U0024,Door,10,0,30
2025-04-15 23:47:00,U0024,Drive,30,10,30
2025-09-25 18:35:00,U0024,Other,5,30,30
2025-11-09 15:36:00,U0025,Controller,15,20,0
2025-03-11 13:04:00,U0025,Door,15,5,20
2025-06-17 13:16:00,U0026,Door,10,10,20
2025-02-15 23:07:00,U0026,Drive,15,15,15
2025-03-19 01:15:00,U0026,Drive,20,0,5
2025-01-23 14:43:00,U0026,Door,10,0,5
2025-11-08 22:55:00,U0026,Door,15,15,15
2025-02-08 11:07:00,U0026,Drive,10,20,30
2025-03-02 06:04:00,U0027,Door,30,15,30
2025-10-16 19:08:00,U0027,Alarm,0,30,20
2025-01-14 16:59:00,U0027,Door,30,30,0
2025-10-08 06:36:00,U0027,Door,10,0,15
2025-10-27 23:46:00,U0027,Alarm,20,10,30
2025-06-28 03:16:00,U0028,Controller,15,20,5
2025-11-17 01:28:00,U0028,Door,0,10,20
2025-03-28 19:09:00,U0029,Door,20,10,10
2025-10-22 23:09:00,U0029,Door,10,10,30
2025-08-07 05:37:00,U0029,Other,5,15,5
2025-12-11 09:25:00,U0030,Drive,15,15,5
2025-06-02 20:16:00,U0030,Door,5,20,10
2025-11-07 08:52:00,U0030,Door,5,5,10
2025-09-17 04:11:00,U0031,Controller,30,10,30
2025-09-09 22:47:00,U0031,Drive,15,5,0
2025-05-03 09:35:00,U0031,Door,15,10,20
2025-04-10 11:43:00,U0031,Alarm,30,0,30
2025-12-19 03:36:00,U0031,Controller,0,0,5
2025-05-28 20:37:00,U0032,Controller,15,5,5
2025-08-18 10:29:00,U0032,Controller,0,10,10
2025-02-13 11:50:00,U0032,Controller,20,10,30
2025-02-24 19:41:00,U0032,Drive,30,30,10
2025-05-09 02:14:00,U0032,Door,0,0,20
2025-07-12 20:27:00,U0032,Door,10,10,5
2025-11-22 09:11:00,U0033,Controller,20,0,20
2025-03-01 16:32:00,U0033,Door,15,5,20
2025-12-14 14:10:00,U0033,Other,0,10,0
2025-11-11 00:38:00,U0034,Alarm,0,5,5
2025-05-10 22:06:00,U0034,Alarm,20,30,5
2025-11-05 09:20:00,U0035,Controller,5,5,15
2025-03-15 04:19:00,U0035,Door,15,5,20
2025-06-18 11:51:00,U0035,Door,0,20,10
2025-10-15 03:48:00,U0035,Other,20,20,30
2025-10-28 08:39:00,U0035,Drive,0,5,10
2025-07-01 03:11:00,U0036,Door,30,15,10
2025-06-02 08:44:00,U0036,Drive,0,10,10
2025-06-21 14:29:00,U0036,Drive,30,0,10
2025-05-11 03:47:00,U0036,Alarm,10,0,10
2025-07-22 17:35:00,U0037,Alarm,20,10,15
2025-05-05 09:40:00,U0037,Other,0,30,5
2025-11-14 16:18:00,U0037,Drive,20,20,5
2025-07-18 04:58:00,U0037,Door,5,0,30
2025-03-22 19:51:00,U0037,Door,30,0,5
2025-01-08 07:48:00,U0037,Drive,5,15,20
2025-03-28 23:36:00,U0038,Controller,15,15,10
2025-01-27 21:20:00,U0038,Alarm,10,20,30
2025-08-26 13:56:00,U0038,Drive,5,30,20
2025-03-19 21:33:00,U0039,Controller,10,30,0
2025-12-23 17:54:00,U0039,Alarm,20,5,0
2025-06-16 12:23:00,U0039,Alarm,20,0,30
2025-08-02 15:04:00,U0039,Other,0,20,15
2025-06-08 14:41:00,U0039,Door,0,15,20
2025-08-19 19:34:00,U0040,Drive,10,15,30
2025-04-27 13:07:00,U0040,Door,20,10,30
2025-03-18 21:53:00,U0040,Door,5,5,5
2025-04-08 12:17:00,U0040,Door,10,0,0
2025-09-14 21:50:00,U0040,Drive,20,15,20
2025-12-10 18:44:00,U0040,Alarm,30,30,5
2025-08-15 12:02:00,U0041,Alarm,0,15,20
2025-06-06 16:56:00,U0041,Controller,0,30,15
2025-03-08 23:39:00,U0041,Door,20,0,10
2025-01-19 11:24:00,U0041,Door,20,0,10
2025-06-23 09:09:00,U0041,Door,5,0,20
2025-08-18 10:14:00,U0042,Other,20,0,0
2025-06-07 17:16:00,U0042,Other,10,10,20
2025-02-18 17:41:00,U0043,Door,10,0,20
2025-09-23 18:16:00,U0043,Other,0,10,15
2025-05-09 01:37:00,U0044,Drive,0,5,20
2025-12-17 03:38:00,U0044,Controller,10,0,20
2025-06-04 02:47:00,U0045,Drive,15,15,5
2025-03-23 08:59:00,U0045,Controller,20,10,30
2025-08-22 08:26:00,U0045,Alarm,20,20,20
2025-04-03 00:34:00,U0045,Other,20,20,0
2025-08-11 13:54:00,U0046,Drive,20,10,15
2025-04-01 22:34:00,U0046,Controller,5,5,10
2025-08-26 21:56:00,U0046,Controller,30,5,30
2025-01-20 10:01:00,U0047,Alarm,0,15,10
2025-04-08 14:13:00,U0047,Controller,0,30,30
2025-02-08 14:37:00,U0048,Door,0,10,15
2025-06-16 12:30:00,U0048,Other,30,5,10
2025-07-26 17:06:00,U0048,Door,30,30,0
2025-09-16 23:15:00,U0049,Drive,30,10,5
2025-02-20 13:30:00,U0049,Controller,15,15,30
2025-03-20 15:11:00,U0049,Other,15,10,20
2025-02-20 17:10:00,U0049,Other,10,10,5
2025-10-21 07:15:00,U0049,Alarm,15,30,15
2025-08-14 04:13:00,U0050,Door,5,10,10
2025-02-03 15:11:00,U0050,Door,30,15,30
2025-11-15 02:37:00,U0050,Drive,0,20,15
2025-04-01 20:08:00,U0050,Other,5,10,15
2025-06-07 19:12:00,U0050,Door,20,10,5
2025-01-08 23:56:00,U0050,Other,20,0,0
2025-01-20 03:01:00,U0051,Alarm,15,20,15
2025-12-15 00:58:00,U0051,Door,30,30,20
2025-12-15 01:10:00,U0051,Drive,30,30,30
2025-08-11 17:29:00,U0051,Door,0,10,10
2025-01-03 02:57:00,U0052,Alarm,15,0,20
2025-07-28 23:30:00,U0052,Drive,0,0,10
2025-01-13 17:53:00,U0052,Drive,30,20,5
2025-07-28 21:20:00,U0052,Drive,20,0,30
2025-07-23 18:37:00,U0053,Alarm,5,20,30
2025-11-01 07:14:00,U0053,Drive,5,10,10
2025-07-28 13:42:00,U0053,Drive,5,20,15
2025-04-23 00:49:00,U0053,Door,5,10,15
2025-04-24 07:19:00,U0053,Controller,0,10,30
2025-07-19 18:24:00,U0053,Drive,0,0,0
2025-05-18 01:55:00,U0054,Drive,30,0,30
2025-12-20 01:46:00,U0054,Drive,5,20,20
2025-10-19 07:17:00,U0055,Door,10,5,30
2025-06-21 05:28:00,U0055,Controller,10,20,15
2025-01-28 17:14:00,U0055,Door,15,10,20
2025-10-26 11:41:00,U0056,Alarm,0,30,20
2025-12-05 07:47:00,U0056,Drive,30,30,5
2025-01-06 00:34:00,U0056,Controller,10,10,15
2025-04-16 08:43:00,U0056,Drive,5,10,5
2025-07-09 10:09:00,U0056,Drive,0,20,10
2025-12-20 00:41:00,U0056,Controller,5,0,15
2025-11-07 15:57:00,U0057,Alarm,5,0,20
2025-08-18 00:20:00,U0057,Other,5,20,20
2025-11-07 19:51:00,U0057,Controller,15,20,0
2025-11-01 18:55:00,U0057,Drive,10,0,0
2025-03-15 06:36:00,U0057,Door,15,10,5
2025-07-19 13:14:00,U0058,Drive,10,15,15
2025-02-14 05:10:00,U0058,Alarm,5,10,5
2025-11-22 16:49:00,U0058,Controller,30,5,15
2025-09-06 05:09:00,U0058,Drive,15,0,15
2025-12-11 02:14:00,U0059,Controller,0,20,20
2025-01-01 18:36:00,U0059,Controller,20,0,0
2025-06-08 13:33:00,U0059,Other,10,10,30
2025-07-19 17:53:00,U0059,Door,30,5,30
2025-12-26 01:19:00,U0060,Controller,5,5,5
2025-10-13 07:27:00,U0060,Door,15,5,30
2025-12-03 13:26:00,U0060,Controller,30,10,30
2025-05-14 08:45:00,U0060,Alarm,30,15,30
2025-01-15 16:01:00,U0060,Controller,30,15,5
2025-09-27 03:31:00,U0060,Drive,15,0,0
2025-08-15 15:32:00,U0061,Other,10,20,10
2025-07-20 00:40:00,U0061,Drive,20,0,10
2025-05-05 10:20:00,U0061,Door,30,15,15
2025-01-05 06:57:00,U0062,Drive,10,5,15
2025-06-13 18:28:00,U0062,Drive,20,20,20
2025-01-21 07:21:00,U0062,Controller,30,0,30
2025-03-18 18:04:00,U0062,Other,30,10,10
2025-07-21 12:58:00,U0062,Door,20,10,5
2025-05-17 07:31:00,U0062,Other,10,5,15
2025-02-07 02:26:00,U0063,Controller,20,30,30
2025-05-26 03:22:00,U0063,Drive,15,5,15
2025-02-16 04:58:00,U0063,Door,15,5,0
2025-03-23 18:31:00,U0063,Other,20,5,5
2025-08-09 03:25:00,U0063,Door,10,30,30
2025-12-08 19:18:00,U0063,Controller,0,10,20
2025-05-28 07:41:00,U0064,Controller,5,20,20
2025-10-15 00:09:00,U0064,Drive,5,30,20
2025-05-10 01:59:00,U0065,Alarm,10,15,0
2025-04-13 04:16:00,U0065,Door,30,0,5
2025-04-17 06:56:00,U0065,Other,15,5,0
2025-06-15 12:50:00,U0065,Door,5,5,5
2025-07-01 15:06:00,U0066,Alarm,0,0,15
2025-03-08 03:14:00,U0066,Alarm,5,0,10
2025-02-21 12:33:00,U0066,Drive,10,0,30
2025-12-02 04:34:00,U0066,Alarm,20,0,15
2025-12-15 02:53:00,U0067,Alarm,10,30,0
2025-02-13 01:15:00,U0067,Drive,10,20,30
2025-09-02 11:07:00,U0067,Other,30,15,5
2025-10-16 06:44:00,U0067,Drive,5,0,20
2025-03-20 22:00:00,U0067,Alarm,0,0,5
2025-05-19 03:06:00,U0067,Door,10,5,20
2025-01-06 19:26:00,U0068,Controller,20,20,0
2025-02-04 20:03:00,U0068,Door,0,30,0
2025-05-09 12:34:00,U0068,Alarm,15,10,15
2025-01-19 02:36:00,U0068,Other,15,0,10
2025-11-14 12:38:00,U0068,Controller,30,15,5
2025-01-19 18:30:00,U0068,Alarm,0,30,5
2025-09-09 19:31:00,U0069,Drive,15,30,0
2025-05-04 16:01:00,U0069,Door,20,5,15
2025-04-12 04:53:00,U0070,Door,10,30,10
2025-04-10 20:39:00,U0070,Drive,0,0,30
2025-05-11 08:43:00,U0070,Controller,10,5,15
2025-06-08 21:29:00,U0070,Alarm,20,0,0
2025-04-17 01:19:00,U0070,Door,30,30,20
2025-08-18 13:30:00,U0071,Controller,0,20,10
2025-05-02 15:25:00,U0071,Controller,0,10,10
2025-04-03 16:35:00,U0071,Controller,15,10,5
2025-03-03 11:44:00,U0071,Door,15,20,0
2025-11-20 01:24:00,U0071,Controller,15,20,0
2025-03-02 21:57:00,U0072,Door,0,20,5
2025-04-23 20:51:00,U0072,Alarm,0,10,15
2025-07-11 05:55:00,U0072,Controller,20,30,10
2025-01-04 17:54:00,U0072,Drive,20,15,0
2025-10-19 10:58:00,U0072,Door,5,15,30
2025-01-22 06:57:00,U0072,Alarm,5,0,0
2025-09-13 15:05:00,U0073,Other,10,30,5
2025-09-24 15:34:00,U0073,Other,10,10,30
2025-05-23 18:17:00,U0073,Door,15,10,30
2025-09-08 09:30:00,U0073,Drive,10,30,15
2025-02-25 01:17:00,U0073,Door,30,10,0
2025-02-04 10:03:00,U0073,Controller,30,20,15
2025-11-07 05:04:00,U0074,Controller,30,15,5
2025-11-10 03:36:00,U0074,Door,20,30,15
2025-08-05 17:41:00,U0074,Drive,0,30,10
2025-07-02 16:58:00,U0074,Drive,0,30,10
2025-03-16 09:28:00,U0074,Other,0,30,5
2025-12-21 17:53:00,U0075,Door,5,10,0
2025-07-12 02:48:00,U0075,Drive,20,30,10
2025-08-14 14:04:00,U0075,Door,0,10,0
2025-11-05 15:42:00,U0075,Controller,10,5,30
2025-01-11 19:57:00,U0075,Drive,30,10,10
2025-10-17 03:22:00,U0075,Door,10,0,20
2025-02-15 11:17:00,U0076,Alarm,0,30,20
2025-04-03 22:41:00,U0076,Controller,5,15,15
2025-05-20 11:57:00,U0076,Door,20,10,5
2025-01-26 20:46:00,U0076,Alarm,30,20,0
2025-08-03 23:23:00,U0076,Drive,20,15,0
2025-04-19 01:20:00,U0076,Controller,20,20,30
2025-03-05 11:52:00,U0077,Alarm,5,10,30
2025-04-18 20:50:00,U0077,Controller,30,20,5
2025-06-03 23:50:00,U0077,Door,5,10,15
2025-09-02 14:20:00,U0077,Drive,30,0,20
2025-03-12 11:54:00,U0077,Other,0,20,5
2025-11-15 17:17:00,U0077,Controller,30,20,30
2025-03-07 16:05:00,U0078,Drive,15,15,0
2025-01-14 04:54:00,U0078,Other,30,0,30
2025-09-05 16:26:00,U0078,Alarm,0,15,15
2025-12-14 16:54:00,U0078,Door,10,0,20
2025-04-23 17:59:00,U0078,Drive,10,5,30
2025-01-12 11:11:00,U0079,Controller,10,15,5
2025-06-18 08:57:00,U0079,Controller,30,15,15
2025-11-23 07:29:00,U0079,Door,20,20,10
2025-12-20 13:26:00,U0079,Controller,0,10,0
2025-03-12 05:56:00,U0080,Drive,30,10,5
2025-04-26 05:29:00,U0080,Door,5,30,30
2025-12-19 02:51:00,U0080,Alarm,0,30,15
2025-07-28 21:34:00,U0080,Controller,15,30,0
2025-06-16 11:07:00,U0080,Other,30,0,0
2025-02-28 09:23:00,U0081,Other,20,10,0
2025-04-28 21:56:00,U0081,Drive,20,5,10
2025-08-06 00:54:00,U0081,Alarm,5,5,10
2025-05-20 10:27:00,U0081,Door,5,15,20
2025-03-22 08:12:00,U0081,Controller,0,10,15
2025-10-25 18:41:00,U0082,Door,10,0,0
2025-04-27 17:49:00,U0082,Controller,10,0,0
2025-03-16 20:13:00,U0082,Other,15,5,20
2025-05-07 07:13:00,U0082,Alarm,30,5,0
2025-09-03 17:31:00,U0082,Other,10,0,20
2025-08-11 12:45:00,U0082,Other,20,0,15
2025-09-02 22:37:00,U0083,Door,10,0,10
2025-03-25 12:59:00,U0083,Other,20,0,20
2025-11-07 04:47:00,U0083,Controller,5,20,20
2025-01-13 05:14:00,U0083,Drive,30,20,0
2025-09-22 05:00:00,U0083,Door,15,15,0
2025-04-27 02:13:00,U0083,Other,0,15,0
2025-10-15 22:29:00,U0084,Door,5,15,30
2025-08-20 13:36:00,U0084,Drive,10,15,30
2025-01-13 16:52:00,U0084,Door,20,20,20
2025-04-09 01:07:00,U0084,Controller,5,10,20
2025-01-22 19:51:00,U0084,Controller,20,15,15
2025-05-26 17:39:00,U0084,Door,5,0,0
2025-08-20 04:05:00,U0085,Drive,0,20,5
2025-02-05 21:59:00,U0085,Door,15,20,0
2025-09-12 16:07:00,U0085,Other,20,15,15
2025-07-06 03:49:00,U0086,Controller,30,15,30
2025-02-18 11:06:00,U0086,Controller,20,0,20
2025-09-25 19:11:00,U0086,Alarm,10,30,15
2025-08-05 05:13:00,U0087,Alarm,10,20,20
2025-12-08 09:53:00,U0087,Door,15,15,0
2025-07-13 15:27:00,U0087,Drive,30,15,10
2025-01-07 09:50:00,U0088,Other,20,10,5
2025-04-03 11:09:00,U0088,Drive,0,20,5
2025-01-22 16:20:00,U0088,Door,5,30,10
2025-04-15 19:07:00,U0088,Controller,0,30,20
2025-01-21 17:28:00,U0088,Controller,10,20,30
2025-03-25 05:26:00,U0089,Controller,5,0,30
2025-12-26 16:26:00,U0089,Drive,0,10,15
2025-09-18 00:48:00,U0089,Other,20,10,0
2025-10-26 15:04:00,U0089,Door,20,30,30
2025-03-06 05:00:00,U0089,Controller,10,30,30
2025-11-12 17:02:00,U0089,Other,5,5,0
2025-12-25 06:48:00,U0090,Drive,10,0,30
2025-02-07 02:32:00,U0090,Door,15,5,10
2025-12-04 16:53:00,U0091,Controller,0,5,15
2025-02-08 16:10:00,U0091,Controller,5,5,10
2025-02-08 10:39:00,U0091,Alarm,0,10,0
2025-06-19 11:05:00,U0091,Other,10,10,20
2025-06-21 22:25:00,U0091,Other,20,30,20
2025-03-08 00:09:00,U0092,Door,30,20,10
2025-12-03 15:32:00,U0092,Door,15,20,30
2025-02-17 18:44:00,U0092,Drive,10,15,5
2025-03-08 19:23:00,U0092,Controller,30,0,30
2025-05-18 23:40:00,U0093,Alarm,0,30,20
2025-08-16 09:32:00,U0093,Controller,20,20,15
2025-02-06 04:19:00,U0093,Alarm,10,30,0
2025-07-01 08:15:00,U0093,Drive,0,20,30
2025-08-13 10:36:00,U0094,Other,5,30,20
2025-11-13 16:32:00,U0094,Controller,20,5,10
2025-08-28 10:44:00,U0094,Drive,10,30,0
2025-11-19 16:00:00,U0095,Drive,15,10,15
2025-04-12 02:18:00,U0095,Controller,10,15,5
2025-01-10 13:55:00,U0095,Alarm,5,10,20
2025-07-12 21:34:00,U0095,Door,10,30,0
2025-02-03 08:26:00,U0095,Drive,0,0,5
2025-09-21 06:48:00,U0095,Controller,30,30,10
2025-02-24 02:37:00,U0096,Alarm,5,30,10
2025-04-05 23:28:00,U0096,Other,20,5,5
2025-02-08 02:00:00,U0096,Other,20,0,0
2025-08-22 23:08:00,U0096,Drive,10,30,30
2025-06-25 01:39:00,U0096,Controller,20,15,20
2025-10-09 09:42:00,U0096,Door,15,10,30
2025-03-22 23:37:00,U0097,Other,20,0,10
2025-10-12 11:43:00,U0097,Alarm,0,0,15
2025-10-20 10:29:00,U0098,Other,5,20,20
2025-11-15 08:57:00,U0098,Door,5,30,0
2025-09-28 07:08:00,U0098,Drive,30,10,0
2025-09-11 09:31:00,U0098,Other,0,5,5
2025-01-20 15:36:00,U0099,Door,30,5,0
2025-09-11 04:07:00,U0099,Other,30,0,20
2025-01-20 07:41:00,U0099,Alarm,20,10,0
2025-07-03 03:23:00,U0099,Door,5,5,30
2025-01-19 20:50:00,U0099,Drive,5,30,10
2025-11-16 15:13:00,U0099,Door,15,30,30
2025-03-02 19:49:00,U0100,Door,20,5,20
2025-10-16 17:34:00,U0100,Alarm,10,10,5
2025-09-26 00:25:00,U0100,Drive,20,30,30
2025-03-07 22:37:00,U0100,Controller,30,20,0
2025-08-17 14:56:00,U0100,Other,0,20,0
2025-01-22 23:16:00,U0100,Door,15,10,10
2025-04-16 14:15:00,U0101,Other,30,10,10
2025-09-23 10:10:00,U0101,Door,30,10,15
2025-09-04 10:44:00,U0101,Alarm,5,15,20
2025-07-15 14:48:00,U0101,Drive,30,15,15
2025-06-06 04:00:00,U0102,Other,0,5,10
2025-06-06 15:08:00,U0102,Controller,30,30,30
2025-07-08 21:00:00,U0102,Drive,10,10,0
2025-04-25 09:57:00,U0102,Alarm,10,5,30
2025-07-05 20:01:00,U0102,Drive,20,5,0
2025-02-10 20:47:00,U0102,Other,5,20,20
2025-04-24 23:10:00,U0103,Alarm,5,5,5
2025-02-02 23:05:00,U0103,Alarm,5,5,5
2025-02-10 02:10:00,U0104,Drive,30,5,0
2025-07-20 03:54:00,U0104,Alarm,0,20,10
2025-12-02 17:46:00,U0105,Drive,5,20,30
2025-04-13 06:51:00,U0105,Door,30,30,0
2025-03-05 01:37:00,U0105,Alarm,15,30,10
2025-03-25 21:01:00,U0105,Controller,5,10,0
2025-11-12 00:10:00,U0106,Controller,20,10,20
2025-03-21 20:47:00,U0106,Door,20,15,15
2025-01-07 13:13:00,U0106,Controller,10,15,0
2025-04-28 23:13:00,U0106,Door,30,15,5
2025-09-05 06:47:00,U0106,Drive,0,15,15
2025-12-20 02:22:00,U0107,Controller,0,0,20
2025-03-13 09:42:00,U0107,Alarm,5,20,20
2025-10-25 04:37:00,U0107,Controller,20,20,5
2025-02-09 23:49:00,U0108,Alarm,30,20,10
2025-08-25 12:58:00,U0108,Drive,0,10,0
2025-01-21 02:18:00,U0108,Door,15,30,30
2025-02-17 03:40:00,U0109,Controller,20,10,20
2025-04-26 07:55:00,U0109,Drive,15,5,30
2025-09-06 13:47:00,U0110,Other,30,0,0
2025-07-02 04:59:00,U0110,Drive,5,0,10
2025-10-17 07:01:00,U0110,Door,20,0,5
2025-11-07 02:37:00,U0110,Door,15,30,10
2025-10-06 18:35:00,U0111,Drive,20,0,15
2025-02-08 11:59:00,U0111,Controller,10,30,0
2025-08-09 09:33:00,U0112,Controller,20,15,0
2025-10-13 13:08:00,U0112,Drive,0,15,20
2025-10-25 12:47:00,U0112,Door,0,15,0
2025-12-24 19:14:00,U0112,Drive,0,20,5
2025-03-10 23:07:00,U0112,Door,0,0,0
2025-06-20 02:38:00,U0112,Other,15,0,0
2025-11-21 10:09:00,U0113,Door,0,0,0
2025-09-13 21:26:00,U0113,Controller,5,20,10
2025-04-09 10:48:00,U0113,Drive,30,15,15
2025-10-04 18:17:00,U0114,Door,5,15,10
2025-09-16 22:55:00,U0114,Door,15,15,5
2025-01-19 06:53:00,U0114,Other,0,15,30
2025-06-09 17:09:00,U0114,Door,20,10,15
2025-09-05 18:22:00,U0114,Door,5,15,10
2025-10-11 17:13:00,U0115,Controller,5,20,15
2025-11-02 12:45:00,U0115,Drive,5,15,10
2025-01-27 07:37:00,U0115,Controller,5,5,30
2025-06-26 22:51:00,U0115,Drive,20,0,15
2025-07-11 11:26:00,U0115,Drive,20,15,10
2025-06-23 07:50:00,U0116,Alarm,10,15,10
2025-08-27 13:14:00,U0116,Other,0,30,15
2025-02-15 19:59:00,U0116,Controller,30,15,20
2025-02-04 11:33:00,U0117,Controller,20,5,20
2025-01-14 15:23:00,U0117,Drive,5,5,10
2025-06-11 10:01:00,U0117,Controller,5,0,10
2025-11-28 06:43:00,U0117,Door,20,5,0
2025-08-14 03:28:00,U0117,Drive,5,15,30
2025-10-05 04:04:00,U0118,Drive,30,15,0
2025-03-15 08:12:00,U0118,Door,10,30,15
2025-10-17 06:33:00,U0118,Other,0,10,30
2025-01-02 03:08:00,U0118,Other,20,30,5
2025-07-01 21:16:00,U0118,Alarm,5,20,20
2025-08-26 11:06:00,U0118,Other,10,10,0
